District,LB_Type,LB_Code,LB_Name,Ward_No,Ward_Name,Candidate_Code,Candidate_Name,Party,Votes,Status
Pathanamthitta,Grama Panchayat,G03035,Konni,020,CHITTOOR,1,????????????? ?? ??????????????,BJP,293,Won
Pathanamthitta,Grama Panchayat,G03035,Konni,020,CHITTOOR,2,???????  ?? ?????,IND,265,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,001,ATHYAL,1,?????? ?????  ( ??? ??????? ),INC,349,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,001,ATHYAL,3,?????,BJP,169,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,001,ATHYAL,2,??????? ???? ????. ( ????.????. ????? ??????????? ),IND,87,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,002,PERUMPETTY,2,?????????  ??.  ??.,KC(M),224,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,002,PERUMPETTY,3,??? ?? ??????,INC,162,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,002,PERUMPETTY,1,??????? ?,BJP,127,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,003,CHUTTUMON,2,??? ????,IND,387,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,003,CHUTTUMON,1,???????,BJP,155,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,003,CHUTTUMON,3,??????????? ?? ??,INC,153,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,004,KARIYAMPLAVU,2,???? ?? ???????,INC,192,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,004,KARIYAMPLAVU,4,?????? ??. ???? ( ???????  ???????????? ),IND,115,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,004,KARIYAMPLAVU,1,?????,BJP,106,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,004,KARIYAMPLAVU,3,???????  ?????????,IND,79,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,005,KANDANPEROOR,3,????  ???????????,INC,309,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,005,KANDANPEROOR,2,??????? ???????  ( ???? ????????? ),IND,152,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,005,KANDANPEROOR,1,?????? ?? ????,BJP,121,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,006,KALAMPALA,2,??????  ?????,CPI,262,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,006,KALAMPALA,4,?????? ?????????,INC,261,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,006,KALAMPALA,3,??????? ?? ???,BJP,94,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,006,KALAMPALA,1,??????????? ??,IND,14,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,007,VRINDAVANAM,2,??????  ??????,BJP,225,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,007,VRINDAVANAM,4,???? ???? ?????,CPI,200,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,007,VRINDAVANAM,3,?????  ??????  ( ??. ????.  ????? ),INC,160,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,007,VRINDAVANAM,1,???????? ?? ??,IND,15,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,008,MADATHUMCHAL,2,????? ??. ???????  ( ?????  ??????????????? ),INC,239,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,008,MADATHUMCHAL,4,??????? ???????,IND,104,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,008,MADATHUMCHAL,1,????? ?????,BJP,94,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,008,MADATHUMCHAL,3,???????  ??.  ???,CPI,87,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,009,THEODICAL,3,?????? ?????,INC,263,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,009,THEODICAL,2,???? ????????  ( ????  ??????  ??????????? ),IND,213,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,009,THEODICAL,1,??????? ?? ??,BJP,183,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,010,VELLAYIL,3,????  ????,IND,136,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,010,VELLAYIL,1,???,INC,120,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,010,VELLAYIL,4,????  ?????,IND,93,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,010,VELLAYIL,2,?????,BJP,37,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,011,KURISUMUTTOM,1,?????? ???,INC,266,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,011,KURISUMUTTOM,3,??.  ???.  ??????,CPI(M),243,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,011,KURISUMUTTOM,2,???? ?? ???,BJP,77,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,012,CHANTHOLIL,2,????? ????  ??,INC,264,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,012,CHANTHOLIL,1,????? ? ??,BJP,216,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,012,CHANTHOLIL,3,????? ??.  ?.  ( ?????  ????? ),CPI(M),178,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,013,CHALAPPALLY,2,????? ??????? ?? ??,BJP,417,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,013,CHALAPPALLY,3,?????????????,IND,116,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,013,CHALAPPALLY,1,???????  ???????????,INC,67,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,014,PULLOLY,4,????  ????,IND,224,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,014,PULLOLY,3,??????,BJP,209,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,014,PULLOLY,1,????????????????  ( ??????????  ??????? ),IND,209,Won
Pathanamthitta,Grama Panchayat,G03003,Kottanad,014,PULLOLY,2,???????,BSP,17,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,001,MELE PADIMON,1,?????? (??????????? ??????),INC,289,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,001,MELE PADIMON,2,???? ???????? (???? ??????????),KC(M),265,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,001,MELE PADIMON,3,??????????,IND,128,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,002,SHASTHAMKOICKAL,2,?????,INC,278,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,002,SHASTHAMKOICKAL,1,???????????? (???????),CPI,261,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,002,SHASTHAMKOICKAL,3,???????,BJP,79,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,003,VAIPUR,1,????????,BJP,376,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,003,VAIPUR,2,?????? ????,CPI,225,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,003,VAIPUR,3,???,IND,48,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,004,KULATHUR,3,?????? ??.,BJP,458,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,004,KULATHUR,1,????? ???,KC,213,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,004,KULATHUR,2,?????? ???????,IND,167,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,005,MALAMPARA,4,?????????? ??????????,BJP,244,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,005,MALAMPARA,3,????? ????? (???? ????????????),INC,238,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,005,MALAMPARA,1,???????? (??? ??????????),CPI(M),207,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,005,MALAMPARA,2,????? ????????????,SDPI,126,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,006,KOTTANGAL PADINJARU,3,??????? ????????????,SDPI,437,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,006,KOTTANGAL PADINJARU,1,???????? ?????????????,CPI(M),288,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,006,KOTTANGAL PADINJARU,2,?????? ??.???.,IUML,210,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,006,KOTTANGAL PADINJARU,4,????? ????? ????????,BJP,40,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,007,KOTTANGAL KIZHAKKU,4,??? ??.??.,BJP,242,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,007,KOTTANGAL KIZHAKKU,2,????????? ??????,KC,241,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,007,KOTTANGAL KIZHAKKU,3,???? ???,IND,240,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,007,KOTTANGAL KIZHAKKU,1,???????? ????? (????? ??????????),IND,62,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,008,CHUNKAPPARA VADAKKU,2,???? ???????? (??????),SDPI,360,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,008,CHUNKAPPARA VADAKKU,5,??????? ????. ??????? (??????? ?????????),CPI(M),191,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,008,CHUNKAPPARA VADAKKU,4,????????? ???????,INC,190,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,008,CHUNKAPPARA VADAKKU,1,?????? ???????,BJP,21,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,008,CHUNKAPPARA VADAKKU,3,?????,IND,4,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,009,CHUNKAPPARA  THEKKU,3,????? (?????? ??????????),KC,350,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,009,CHUNKAPPARA  THEKKU,1,????? ????????????,SDPI,184,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,009,CHUNKAPPARA  THEKKU,2,?????? ????? (?????? ????????),KC(M),105,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,009,CHUNKAPPARA  THEKKU,4,????? ??????,BJP,22,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,010,KERALAPURAM,3,??????????? (??????? ?????? ??????????????),INC,323,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,010,KERALAPURAM,2,???? (??? ??????),IND,199,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,010,KERALAPURAM,1,??????? ???.,BJP,131,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,011,KUMBILUVELIL,3,????????,INC,342,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,011,KUMBILUVELIL,1,?????? ??????????,CPI(M),217,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,011,KUMBILUVELIL,2,?????????? ???.?????,BJP,139,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,012,KANNANKARA,1,???? ?????,SDPI,386,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,012,KANNANKARA,2,????,CPI,223,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,012,KANNANKARA,3,???? ?????,BJP,183,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,012,KANNANKARA,4,????? ???? (??? ??????? ??????????????),IUML,140,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,013,OOTTUKULAM,2,??. ??. ??????? ???????????,IND,393,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,013,OOTTUKULAM,1,??? ??????,IND,228,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,013,OOTTUKULAM,3,?????????,INC,120,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,014,PERUMPARA,2,??? ????,CPI(M),398,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,014,PERUMPARA,1,??? ???????,INC,243,Won
Pathanamthitta,Grama Panchayat,G03005,Kottangal,014,PERUMPARA,3,?????????????,BJP,66,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,001,KEEZHUKARA,2,???? ?? ??????,JD(S),289,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,001,KEEZHUKARA,3,??????????? ????(????? ????),INC,211,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,001,KEEZHUKARA,1,????????? ?? ???(???? ???????????????),IND,28,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,002,MELUKARA,4,?????? ?? ??,BJP,207,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,002,MELUKARA,3,???? ????,INC,133,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,002,MELUKARA,2,??? ?????? ??,IND,127,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,002,MELUKARA,1,?????? ??????,IND,67,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,003,MELUKARA KIZHAKKU,4,??? ???????,INC,267,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,003,MELUKARA KIZHAKKU,3,?????? ?? ???,CPI(M),169,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,003,MELUKARA KIZHAKKU,2,??????? ??????? ?? ??,IND,41,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,003,MELUKARA KIZHAKKU,1,????? ?? ?????,LJP,30,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,004,COLLEGE WARD,2,????????,IND,240,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,004,COLLEGE WARD,3,???? ?????(???? ?????????????),INC,209,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,004,COLLEGE WARD,1,?? ????,IND,47,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,005,PAMPADYMON,3,????? ????????,IND,162,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,005,PAMPADYMON,2,???? ?????????,BJP,132,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,005,PAMPADYMON,1,?????,IND,100,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,005,PAMPADYMON,4,??????? ?? ????????,KC,88,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,006,KURANGUMALA,1,?????  ?????,CPI(M),247,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,006,KURANGUMALA,2,?????? ?????????,BJP,236,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,006,KURANGUMALA,3,?????(?????????),INC,155,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,007,KOZHENCHERRY EAST,3,?? ???????,INC,328,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,007,KOZHENCHERRY EAST,2,???? ????? ????,CPI(M),166,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,007,KOZHENCHERRY EAST,1,??? ????,BJP,88,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,008,CHEKKULAM,1,????? ?????????,INC,328,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,008,CHEKKULAM,3,???? ????????,KC(M),124,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,008,CHEKKULAM,2,??????? ??????? ??  ?(??????? ?????????,BJP,84,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,009,VANCHITHRAMALA,2,?????????? ??????(????? ?????????????),INC,260,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,009,VANCHITHRAMALA,1,?????(???? ???????????????),CPI(M),166,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,009,VANCHITHRAMALA,3,?????? ????,BJP,46,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,010,THEKKEMALA SOUTH,1,????. ?????? ????,IND,199,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,010,THEKKEMALA SOUTH,2,???? ????????,INC,149,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,010,THEKKEMALA SOUTH,3,??????,BJP,101,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,011,KUNNATHUKARA,2,????. ??.????.??????????? ????,BJP,251,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,011,KUNNATHUKARA,3,???? ??????,IND,151,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,011,KUNNATHUKARA,1,????? ??????,KC,134,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,012,PANCHAYAT STADIUM WARD,1,??? ??  ????????,CPI(M),164,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,012,PANCHAYAT STADIUM WARD,2,???? ???????????? ???????,IND,127,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,012,PANCHAYAT STADIUM WARD,3,??????? ????? ?? ???,IND,98,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,012,PANCHAYAT STADIUM WARD,4,???? ??? ??(???? ????????),KC,44,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,013,KOZHENCHERRY TOWN SOUTH,2,????? ????,INC,223,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,013,KOZHENCHERRY TOWN SOUTH,1,????? ???,LJP,148,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,013,KOZHENCHERRY TOWN SOUTH,3,?????? ???? ??,IND,41,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,014,KOZHENCHERRY TOWN NORTH,3,???? ?????,INC,193,Won
Pathanamthitta,Grama Panchayat,G03023,Kozhanchery,014,KOZHENCHERRY TOWN NORTH,2,???? ?????,BJP,178,Won
Malappuram,Grama Panchayat,G10088,Thriprangode,022,PARAPPERI,3,????,BJP,51,Won
Malappuram,Grama Panchayat,G10088,Thriprangode,023,ALATHIYUR EAST,3,??????,CPI(M),563,Won
Malappuram,Grama Panchayat,G10088,Thriprangode,023,ALATHIYUR EAST,2,????,IUML,313,Won
Malappuram,Grama Panchayat,G10088,Thriprangode,023,ALATHIYUR EAST,1,???,BJP,73,Won
Malappuram,Grama Panchayat,G10088,Thriprangode,024,MALAYAMBADI,2,????,CPI(M),629,Won
Malappuram,Grama Panchayat,G10088,Thriprangode,024,MALAYAMBADI,1,??????,INC,368,Won
Malappuram,Grama Panchayat,G10088,Thriprangode,024,MALAYAMBADI,3,??????? ?? ??,BJP,65,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,001,PALLIPPARAMBU,2,???????? ????? (??????),IND,544,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,001,PALLIPPARAMBU,5,?? ?? ??????????,INC,516,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,001,PALLIPPARAMBU,3,????,BJP,20,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,001,PALLIPPARAMBU,1,????????? ???????,IND,18,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,001,PALLIPPARAMBU,4,???????????,IND,6,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,002,ARIKUZHI,1,?????,INC,653,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,002,ARIKUZHI,2,?????????????,IND,351,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,002,ARIKUZHI,3,????,BJP,24,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,003,PALAKKALVETTA,1,???? ?????????,IUML,621,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,003,PALAKKALVETTA,2,????? ??????????,IND,520,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,004,AAMAPOYIL,1,????????????,IUML,570,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,004,AAMAPOYIL,4,???????,IND,519,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,004,AAMAPOYIL,2,????????,BJP,21,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,004,AAMAPOYIL,3,???????? ????,IND,10,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,005,NARIYAKKAMPOYIL,3,??????  ?? ??,INC,777,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,005,NARIYAKKAMPOYIL,2,??????? ???,IND,284,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,005,NARIYAKKAMPOYIL,1,?????????????,IND,40,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,005,NARIYAKKAMPOYIL,5,???,BJP,17,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,005,NARIYAKKAMPOYIL,4,??????,SDPI,14,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,006,NEELANCHERI,2,???? ???????????,CPI(M),597,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,006,NEELANCHERI,1,?????????,INC,554,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,007,OOTHALAKKUNNU,3,???? ????,CPI(M),617,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,007,OOTHALAKKUNNU,2,?????,INC,543,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,007,OOTHALAKKUNNU,1,????,BJP,71,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,008,KILIKUNNU,1,????????,IUML,679,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,008,KILIKUNNU,2,???? ?????????????,IND,490,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,009,THARIPRAMUNDA,1,???? ?????????,CPI(M),612,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,009,THARIPRAMUNDA,2,???? ?? ??,IND,586,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,010,KAKKARA,2,???????? ?????,IUML,558,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,010,KAKKARA,1,?????? (??????),CPI(M),542,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,011,MAMPUZHA,3,?????? ?????????,IUML,597,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,011,MAMPUZHA,1,?????? ????? ??????,IND,488,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,011,MAMPUZHA,2,???????? ??????,SDPI,32,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,012,PADUMUNDA,1,???? ??????,IUML,493,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,012,PADUMUNDA,2,????? ?????????????,IND,469,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,013,AKKARAPPURAM,2,?????? ??????,IUML,637,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,013,AKKARAPPURAM,1,?????? ???????????,IND,458,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,014,MATHOTH,5,?????????? (?????????? ????),IUML,481,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,014,MATHOTH,6,????? ???????? (????????? ????),IND,387,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,014,MATHOTH,1,????? ??? ?? ??,SDPI,264,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,014,MATHOTH,4,?????,BJP,24,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,014,MATHOTH,3,????? ?? ??,IND,23,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,014,MATHOTH,2,????????? ??????? ??,IND,11,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,015,THEKKUMPURAM,2,???????????,IND,567,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,015,THEKKUMPURAM,3,????? ?????????,IUML,542,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,015,THEKKUMPURAM,1,???????? ?? ??,BJP,38,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,016,MARUTHATH,1,?????????????? ????????,IND,643,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,016,MARUTHATH,2,????? ??,IND,451,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,017,TUVVUR,4,?? ?? ??????????,INC,480,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,017,TUVVUR,2,???????? (????? ????),IND,448,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,017,TUVVUR,3,??????????,BJP,26,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,017,TUVVUR,1,????? (????? ???????),IND,12,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,018,PAYIPULLU,1,????? ????,CPI(M),722,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,018,PAYIPULLU,2,????,IND,444,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,019,AKKARAKKULAM,1,?????????,INC,744,Won
Malappuram,Grama Panchayat,G10025,Thuvvur,019,AKKARAKKULAM,2,???? ?????????,IND,461,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,001,Chundathumpoyil,4,??????,INC,278,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,001,Chundathumpoyil,2,???? ?????,IND,245,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,001,Chundathumpoyil,1,???????,IND,46,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,001,Chundathumpoyil,3,????,BJP,17,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,002,Odakkayam,2,????? ??,KC(M),465,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,002,Odakkayam,1,??? ????,INC,381,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,002,Odakkayam,3,??? ???? ??,BJP,53,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,003,Vettilappara,3,???? ???????????,INC,706,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,003,Vettilappara,2,???????? ??????,IND,524,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,003,Vettilappara,1,????????,IND,31,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,004,Thachamparamba,3,????? ?????? ?? ??,IUML,768,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,004,Thachamparamba,1,???? ??????????,CPI(M),493,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,004,Thachamparamba,2,??????? ?? ??,SDPI,69,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,005,Vezhakkode,2,?????? ???????,INC,577,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,005,Vezhakkode,1,?????? ?? ??,IND,434,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,005,Vezhakkode,3,????,BJP,55,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,006,Poovathikkal,3,???? ??????,IUML,687,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,006,Poovathikkal,2,????,IND,657,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,006,Poovathikkal,1,?????,BJP,59,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,007,Kurikkalampad,1,????? ?????,IND,551,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,007,Kurikkalampad,3,?????????????? ???????,IND,535,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,007,Kurikkalampad,2,???????,IND,21,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,008,Thencheeri,1,????? ??????????,IUML,746,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,008,Thencheeri,3,?? ?? ??????,CPI(M),533,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,008,Thencheeri,2,?? ??????,IND,32,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,008,Thencheeri,4,???????,BJP,18,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,009,Pavanna,2,???????? (?? ?? ????????),RMPI,665,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,009,Pavanna,4,????????????,CPI(M),544,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,009,Pavanna,1,???????? (????????),IND,9,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,009,Pavanna,3,?????? ??????,IND,3,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,010,Kuthuparamba,2,?? ???????,IND,743,Won
Malappuram,Grama Panchayat,G10030,Urangattiri,010,Kuthuparamba,4,????? ??,IUML,617,Won
