District,LB_Type,LB_Code,LB_Name,Ward_No,Ward_Name,Candidate_Code,Candidate_Name,Party,Votes,Status
Thrissur,Block Panchayat,B08078,Wadakkanchery ,010,KUNDANNUR,3,??.??.???,CPI(M),2824,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,010,KUNDANNUR,1,????????????? ????,INC,2388,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,010,KUNDANNUR,2,?????? ???????,BJP,1545,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,011,MANGAD,3,??????,CPI(M),2770,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,011,MANGAD,1,???? ?? ????,INC,2358,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,011,MANGAD,2,?????? ?????????,BJP,1190,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,012,ERUMAPETTY,3,???? ???,INC,3168,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,012,ERUMAPETTY,4,???? ????,CPI(M),2398,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,012,ERUMAPETTY,2,???? ????????,BJP,692,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,012,ERUMAPETTY,1,???????? ?? ?,IND,227,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,013,THALI,1,???? ????,IND,2084,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,013,THALI,4,??.?.???????????,CPI(M),2053,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,013,THALI,3,??????? ??,BJP,817,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,013,THALI,2,????????,IND,307,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,014,THALASSERY,3,??? ??????,IUML,2789,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,014,THALASSERY,1,???????.??.??.,CPI(M),2742,Won
Thrissur,Block Panchayat,B08078,Wadakkanchery ,014,THALASSERY,2,???,BJP,1099,Won
Thrissur,District Panchayat,D08001,THRISSUR,001,VADAKKEKADU,5,????. ????? ???????,IUML,25678,Won
Thrissur,District Panchayat,D08001,THRISSUR,001,VADAKKEKADU,4,????. ??????????? ?????????,RJD,22053,Won
Thrissur,District Panchayat,D08001,THRISSUR,001,VADAKKEKADU,3,????? ??????,BJP,9259,Won
Thrissur,District Panchayat,D08001,THRISSUR,001,VADAKKEKADU,1,????? ??????,SDPI,4453,Won
Thrissur,District Panchayat,D08001,THRISSUR,001,VADAKKEKADU,2,????????????? ??????,AAP,781,Won
Thrissur,District Panchayat,D08001,THRISSUR,002,KATTAKAMBAL,2,??. ??. ????????? ????????,CPI(M),27545,Won
Thrissur,District Panchayat,D08001,THRISSUR,002,KATTAKAMBAL,3,??. ??? ????????,INC,24832,Won
Thrissur,District Panchayat,D08001,THRISSUR,002,KATTAKAMBAL,1,?????????? ???????,BJP,9257,Won
Thrissur,District Panchayat,D08001,THRISSUR,002,KATTAKAMBAL,4,????? ?????,AAP,451,Won
Thrissur,District Panchayat,D08001,THRISSUR,003,CHOONDAL,4,??? ??????????,INC,24978,Won
Thrissur,District Panchayat,D08001,THRISSUR,003,CHOONDAL,1,??. ??????? ??????,NCPSCP,23536,Won
Thrissur,District Panchayat,D08001,THRISSUR,003,CHOONDAL,2,?????? ??????,BJP,11381,Won
Thrissur,District Panchayat,D08001,THRISSUR,003,CHOONDAL,3,??? ????,AAP,1411,Won
Thrissur,District Panchayat,D08001,THRISSUR,004,ERUMAPETTY,2,??? ????,CPI(M),27313,Won
Thrissur,District Panchayat,D08001,THRISSUR,004,ERUMAPETTY,3,??? ??????,INC,26264,Won
Thrissur,District Panchayat,D08001,THRISSUR,004,ERUMAPETTY,1,???? ??? ??,BJP,11722,Won
Thrissur,District Panchayat,D08001,THRISSUR,005,VALLATHOLNAGAR,2,???? ??????,CPI(M),20212,Won
Thrissur,District Panchayat,D08001,THRISSUR,005,VALLATHOLNAGAR,3,??? ????,INC,15498,Won
Thrissur,District Panchayat,D08001,THRISSUR,005,VALLATHOLNAGAR,1,???? ??????,BJP,9487,Won
Thrissur,District Panchayat,D08001,THRISSUR,006,THIRUVILWAMALA,3,??. ??. ?????,CPI,16977,Won
Thrissur,District Panchayat,D08001,THRISSUR,006,THIRUVILWAMALA,1,?????. ??. ??,INC,16446,Won
Thrissur,District Panchayat,D08001,THRISSUR,006,THIRUVILWAMALA,2,??. ?????????,BJP,12545,Won
Thrissur,District Panchayat,D08001,THRISSUR,007,CHELAKKARA,3,?? ?? ??? ??????,CPI(M),20030,Won
Thrissur,District Panchayat,D08001,THRISSUR,007,CHELAKKARA,2,??? ???????????,INC,18523,Won
Thrissur,District Panchayat,D08001,THRISSUR,007,CHELAKKARA,1,?????,BJP,9259,Won
Thrissur,District Panchayat,D08001,THRISSUR,008,VAZHANI,3,???? ?????,CPI(M),32605,Won
Thrissur,District Panchayat,D08001,THRISSUR,008,VAZHANI,2,????? ????,CMPCC(CPJ),17982,Won
Thrissur,District Panchayat,D08001,THRISSUR,008,VAZHANI,1,???? ??????????,BJP,13595,Won
Thrissur,District Panchayat,D08001,THRISSUR,009,AVANUR,4,???????,CPI,23660,Won
Thrissur,District Panchayat,D08001,THRISSUR,009,AVANUR,2,???? ??????????,KC,21166,Won
Thrissur,District Panchayat,D08001,THRISSUR,009,AVANUR,3,?????????,BJP,12941,Won
Thrissur,District Panchayat,D08001,THRISSUR,009,AVANUR,1,??????? ????????,AAP,2186,Won
Thrissur,District Panchayat,D08001,THRISSUR,009,AVANUR,5,???????????? ?????,BSP,1025,Won
Thrissur,District Panchayat,D08001,THRISSUR,010,PEECHI,3,?? ??? ?????,CPI(M),21062,Won
Thrissur,District Panchayat,D08001,THRISSUR,010,PEECHI,2,?? ?? ?????????,INC,21005,Won
Thrissur,District Panchayat,D08001,THRISSUR,010,PEECHI,1,?????? ?????,BJP,8029,Won
Thrissur,District Panchayat,D08001,THRISSUR,011,PUTHUR,1,??? ? ?,INC,23486,Won
Thrissur,District Panchayat,D08001,THRISSUR,011,PUTHUR,2,????. ??????? ??????????,KC(M),17586,Won
Thrissur,District Panchayat,D08001,THRISSUR,011,PUTHUR,3,????? ??????,BJP,12267,Won
Thrissur,District Panchayat,D08001,THRISSUR,012,AMBALLUR,3,???,CPI,21935,Won
Thrissur,District Panchayat,D08001,THRISSUR,012,AMBALLUR,2,??? ??????,INC,19304,Won
Thrissur,District Panchayat,D08001,THRISSUR,012,AMBALLUR,1,?? ????????,BJP,9383,Won
Thrissur,District Panchayat,D08001,THRISSUR,012,AMBALLUR,4,???? ??????,AAP,621,Won
Thrissur,District Panchayat,D08001,THRISSUR,013,KODAKARA,2,?? ?? ??????,CPI(M),23545,Won
Thrissur,District Panchayat,D08001,THRISSUR,013,KODAKARA,1,????. ??? ?? ??,BJP,15785,Won
Thrissur,District Panchayat,D08001,THRISSUR,013,KODAKARA,4,?? ??? ??????,KC(Jacob),13788,Won
Thrissur,District Panchayat,D08001,THRISSUR,013,KODAKARA,3,????????? ??????????,AAP,1693,Won
Thrissur,District Panchayat,D08001,THRISSUR,014,ATHIRAPILLY,1,????? ???,INC,18804,Won
Thrissur,District Panchayat,D08001,THRISSUR,014,ATHIRAPILLY,5,?? ?? ???? ??????,CPI(M),17778,Won
Thrissur,District Panchayat,D08001,THRISSUR,014,ATHIRAPILLY,4,??????? ???,BJP,7059,Won
Thrissur,District Panchayat,D08001,THRISSUR,014,ATHIRAPILLY,3,??? ????? ????????????,BSP,482,Won
Thrissur,District Panchayat,D08001,THRISSUR,014,ATHIRAPILLY,2,??????? ???,AAP,441,Won
Thrissur,District Panchayat,D08001,THRISSUR,015,KORATTY,3,????. ??? ????????????,INC,27950,Won
Thrissur,District Panchayat,D08001,THRISSUR,015,KORATTY,4,????. ?? ??  ??????,CPI(M),22945,Won
Thrissur,District Panchayat,D08001,THRISSUR,015,KORATTY,2,????. ???? ????????,BJP,8368,Won
Thrissur,District Panchayat,D08001,THRISSUR,015,KORATTY,1,???? ?? ??,AAP,987,Won
Thrissur,District Panchayat,D08001,THRISSUR,016,ALOOR,1,????? ??????????,INC,18636,Won
Thrissur,District Panchayat,D08001,THRISSUR,016,ALOOR,2,???? ??????????,CPI(M),16023,Won
Thrissur,District Panchayat,D08001,THRISSUR,016,ALOOR,3,????? ???????,BJP,8078,Won
Thrissur,District Panchayat,D08001,THRISSUR,017,MALA,4,??? (???? ??????),INC,28054,Won
Thrissur,District Panchayat,D08001,THRISSUR,017,MALA,1,????????????? ?? ??,CPI,20195,Won
Thrissur,District Panchayat,D08001,THRISSUR,017,MALA,3,????? ??????,BJP,8613,Won
Thrissur,District Panchayat,D08001,THRISSUR,017,MALA,5,????? ?????????????,T20,2271,Won
Thrissur,District Panchayat,D08001,THRISSUR,017,MALA,2,?????? ???,AAP,438,Won
Thrissur,District Panchayat,D08001,THRISSUR,018,MURIYAD,1,???? ?? ???????????????,CPI(M),20847,Won
Thrissur,District Panchayat,D08001,THRISSUR,018,MURIYAD,2,????. ???????? ???????,INC,12797,Won
Thrissur,District Panchayat,D08001,THRISSUR,018,MURIYAD,5,???? ?? ??,BJP,9214,Won
Thrissur,District Panchayat,D08001,THRISSUR,018,MURIYAD,3,????? ?? ???,AAP,367,Won
Thrissur,District Panchayat,D08001,THRISSUR,018,MURIYAD,4,???????????? ?????????,BSP,184,Won
Thrissur,District Panchayat,D08001,THRISSUR,019,PARAPPUKKARA,1,??????? ????,CPI(M),18551,Won
Thrissur,District Panchayat,D08001,THRISSUR,019,PARAPPUKKARA,3,??? ???????,INC,12779,Won
Thrissur,District Panchayat,D08001,THRISSUR,019,PARAPPUKKARA,2,???? ?? ???,BJP,12008,Won
Thrissur,District Panchayat,D08001,THRISSUR,020,KATTOOR,4,??.?? ??????,CPI,19837,Won
Thrissur,District Panchayat,D08001,THRISSUR,020,KATTOOR,1,?????? ????????,BJP,12624,Won
Thrissur,District Panchayat,D08001,THRISSUR,020,KATTOOR,2,?????? ????????,AIFB,10621,Won
Thrissur,District Panchayat,D08001,THRISSUR,020,KATTOOR,3,??? ?????????????,BSP,983,Won
Thrissur,District Panchayat,D08001,THRISSUR,021,ERIYAD,1,?????? ?????????????,CPI(M),26315,Won
Thrissur,District Panchayat,D08001,THRISSUR,021,ERIYAD,3,??.?? ???,INC,16734,Won
Thrissur,District Panchayat,D08001,THRISSUR,021,ERIYAD,2,????. ??? ?????????,BJP,14049,Won
Thrissur,District Panchayat,D08001,THRISSUR,021,ERIYAD,4,???? ??.??,AAP,557,Won
Thrissur,District Panchayat,D08001,THRISSUR,022,VELLANGALLUR,1,??.?? ?????? ??????,CPI(M),17181,Won
Thrissur,District Panchayat,D08001,THRISSUR,022,VELLANGALLUR,3,????,INC,13823,Won
Thrissur,District Panchayat,D08001,THRISSUR,022,VELLANGALLUR,2,????. ?????? ???????,BJP,8143,Won
Thrissur,District Panchayat,D08001,THRISSUR,023,KAIPAMANGALAM,2,??. ???. ??,CPI,28540,Won
Thrissur,District Panchayat,D08001,THRISSUR,023,KAIPAMANGALAM,4,???? ?????????,IUML,20011,Won
Thrissur,District Panchayat,D08001,THRISSUR,023,KAIPAMANGALAM,1,?????????? ????????,BJP,11465,Won
Thrissur,District Panchayat,D08001,THRISSUR,023,KAIPAMANGALAM,3,????????? ?????????????,AAP,737,Won
Thrissur,District Panchayat,D08001,THRISSUR,024,THRIPRAYAR,3,??? ?? ??????,CPI(M),19021,Won
Thrissur,District Panchayat,D08001,THRISSUR,024,THRIPRAYAR,2,?????? ????????,INC,18111,Won
Thrissur,District Panchayat,D08001,THRISSUR,024,THRIPRAYAR,4,?????? ??? ?????,BDJS,7190,Won
Thrissur,District Panchayat,D08001,THRISSUR,024,THRIPRAYAR,1,??????? ????????,AAP,1038,Won
Thrissur,District Panchayat,D08001,THRISSUR,025,CHERPU,3,?? ?? ??????,INC,18012,Won
Thrissur,District Panchayat,D08001,THRISSUR,025,CHERPU,4,?? ??? ??????,CPI(M),16990,Won
Thrissur,District Panchayat,D08001,THRISSUR,025,CHERPU,2,????? ?????????,BJP,14217,Won
Thrissur,District Panchayat,D08001,THRISSUR,025,CHERPU,1,?? ?? ?????????,BSP,794,Won
Thrissur,District Panchayat,D08001,THRISSUR,026,THANNIYAM,5,??.??. ???????,CPI,21985,Won
Thrissur,District Panchayat,D08001,THRISSUR,026,THANNIYAM,3,???? ????????,INC,18320,Won
Thrissur,District Panchayat,D08001,THRISSUR,026,THANNIYAM,2,?? ???????????,BJP,10416,Won
Thrissur,District Panchayat,D08001,THRISSUR,026,THANNIYAM,1,?????? ????,IND,424,Won
Thrissur,District Panchayat,D08001,THRISSUR,026,THANNIYAM,4,????? ???????????????,AAP,281,Won
Thrissur,District Panchayat,D08001,THRISSUR,027,ANTHIKKAD,3,???? ??????,CPI(M),20266,Won
Thrissur,District Panchayat,D08001,THRISSUR,027,ANTHIKKAD,2,????. ?????? ???,INC,18061,Won
Thrissur,District Panchayat,D08001,THRISSUR,027,ANTHIKKAD,1,??????? ? ??,BJP,10724,Won
Thrissur,District Panchayat,D08001,THRISSUR,028,THALIKKULAM,2,?? ? ???? (?????),CPI(M),22836,Won
Thrissur,District Panchayat,D08001,THRISSUR,028,THALIKKULAM,1,???? ?. ??. ???,INC,18566,Won
Thrissur,District Panchayat,D08001,THRISSUR,028,THALIKKULAM,3,???? ????????????,BJP,14256,Won
Thrissur,District Panchayat,D08001,THRISSUR,029,MULLASSERY,3,?????? ?????????????,CPI,21039,Won
Thrissur,District Panchayat,D08001,THRISSUR,029,MULLASSERY,4,? ?? ???? ????????,INC,16853,Won
Thrissur,District Panchayat,D08001,THRISSUR,029,MULLASSERY,2,????. ?? ??? ??????? ????,BJP,13932,Won
Thrissur,District Panchayat,D08001,THRISSUR,029,MULLASSERY,1,??. ??????????? ????????,AAP,842,Won
Thrissur,District Panchayat,D08001,THRISSUR,030,KADAPPURAM,2,??????? ????????,IUML,27962,Won
Thrissur,District Panchayat,D08001,THRISSUR,030,KADAPPURAM,1,????? ?? ??,INL,14645,Won
Thrissur,District Panchayat,D08001,THRISSUR,030,KADAPPURAM,3,?????? ?????,IND,3669,Won
Thrissur,Municipality,M08032,Chalakudy   ,001,THANIPPARA,2,????. ??.  ??.,IND,653,Won
Thrissur,Municipality,M08032,Chalakudy   ,001,THANIPPARA,1,????? ???????,INC,363,Won
Thrissur,Municipality,M08032,Chalakudy   ,001,THANIPPARA,3,????  ??.  ?.,BJP,21,Won
Thrissur,Municipality,M08032,Chalakudy   ,002,PERIACHIRA,3,??? ??????,INC,640,Won
Thrissur,Municipality,M08032,Chalakudy   ,002,PERIACHIRA,2,??? ????,IND,237,Won
Thrissur,Municipality,M08032,Chalakudy   ,002,PERIACHIRA,1,?????  ?.  ???.,BJP,51,Won
Thrissur,Municipality,M08032,Chalakudy   ,003,DHANYA NAGAR,2,?????? ?????,INC,487,Won
Thrissur,Municipality,M08032,Chalakudy   ,003,DHANYA NAGAR,3,???? ????,IND,345,Won
Thrissur,Municipality,M08032,Chalakudy   ,003,DHANYA NAGAR,1,??? ???????,BJP,68,Won
Thrissur,Municipality,M08032,Chalakudy   ,004,MOSCO,2,??? ???????,INC,464,Won
Thrissur,Municipality,M08032,Chalakudy   ,004,MOSCO,1,????? ????? ?. ??.,IND,311,Won
Thrissur,Municipality,M08032,Chalakudy   ,004,MOSCO,3,????   ??????????,BJP,213,Won
Thrissur,Municipality,M08032,Chalakudy   ,005,ALAVI CENTRE,3,??????? ??????,CPI(M),567,Won
Thrissur,Municipality,M08032,Chalakudy   ,005,ALAVI CENTRE,1,???? ??????????,INC,399,Won
Thrissur,Municipality,M08032,Chalakudy   ,005,ALAVI CENTRE,2,??. ??. ????,BJP,114,Won
Thrissur,Municipality,M08032,Chalakudy   ,006,SITHARA NAGAR,1,????. ???  ??. ???????????,IND,460,Won
Thrissur,Municipality,M08032,Chalakudy   ,006,SITHARA NAGAR,3,???? ??????  ???????????,INC,414,Won
Thrissur,Municipality,M08032,Chalakudy   ,006,SITHARA NAGAR,2,??????  ???????????,BJP,52,Won
Thrissur,Municipality,M08032,Chalakudy   ,007,POTTACHIRA,3,?????? ???????,INC,416,Won
Thrissur,Municipality,M08032,Chalakudy   ,007,POTTACHIRA,4,??????   ????,IND,296,Won
Thrissur,Municipality,M08032,Chalakudy   ,007,POTTACHIRA,2,?????? ????,IND,165,Won
Thrissur,Municipality,M08032,Chalakudy   ,007,POTTACHIRA,1,?????  ???????,BJP,129,Won
Thrissur,Municipality,M08032,Chalakudy   ,008,VYASA SCHOOL,3,?????  ????????,INC,582,Won
Thrissur,Municipality,M08032,Chalakudy   ,008,VYASA SCHOOL,1,???? ??????????,IND,245,Won
Thrissur,Municipality,M08032,Chalakudy   ,008,VYASA SCHOOL,2,?????????? ??????????,BJP,100,Won
Thrissur,Municipality,M08032,Chalakudy   ,009,PARAKOTTIKKAL TEMPLE,2,?????  ??????,INC,517,Won
Thrissur,Municipality,M08032,Chalakudy   ,009,PARAKOTTIKKAL TEMPLE,1,??? ??????,IND,310,Won
Thrissur,Municipality,M08032,Chalakudy   ,009,PARAKOTTIKKAL TEMPLE,3,????? ??????????,BJP,136,Won
Thrissur,Municipality,M08032,Chalakudy   ,010,ARYANKALA,1,????  ????,IND,349,Won
Thrissur,Municipality,M08032,Chalakudy   ,010,ARYANKALA,2,???? ????,IND,282,Won
Thrissur,Municipality,M08032,Chalakudy   ,010,ARYANKALA,3,?????? ?????,IND,209,Won
Thrissur,Municipality,M08032,Chalakudy   ,011,ST. JOSEPH CHURCH,4,????????? ???????????????,IND,608,Won
Thrissur,Municipality,M08032,Chalakudy   ,011,ST. JOSEPH CHURCH,2,??. ?. ???????,INC,531,Won
Thrissur,Municipality,M08032,Chalakudy   ,011,ST. JOSEPH CHURCH,3,??. ??.  ?????,INL,24,Won
Thrissur,Municipality,M08032,Chalakudy   ,011,ST. JOSEPH CHURCH,1,????????  ??. ??.,BJP,12,Won
Thrissur,Municipality,M08032,Chalakudy   ,012,KOODAPUZHA CHURCH,2,??????    ??????,INC,660,Won
Thrissur,Municipality,M08032,Chalakudy   ,012,KOODAPUZHA CHURCH,1,???? ????????,IND,359,Won
Thrissur,Municipality,M08032,Chalakudy   ,013,THIRUMANTHAMKUNNU TEMPLE,4,???? ?????,INC,399,Won
Thrissur,Municipality,M08032,Chalakudy   ,013,THIRUMANTHAMKUNNU TEMPLE,1,???? ?????????,CPI,307,Won
Thrissur,Municipality,M08032,Chalakudy   ,013,THIRUMANTHAMKUNNU TEMPLE,2,??????????   ???????,IND,44,Won
Thrissur,Municipality,M08032,Chalakudy   ,013,THIRUMANTHAMKUNNU TEMPLE,3,???????   ???????????,BJP,26,Won
Thrissur,Municipality,M08032,Chalakudy   ,014,A R S FARM,1,?? ?????????,IND,444,Won
Thrissur,Municipality,M08032,Chalakudy   ,014,A R S FARM,3,?????  ????,BJP,224,Won
Thrissur,Municipality,M08032,Chalakudy   ,014,A R S FARM,2,????? ??????,INC,221,Won
Thrissur,Municipality,M08032,Chalakudy   ,015,GANDHI NAGAR,2,?. ???.  ???????,INC,505,Won
Thrissur,Municipality,M08032,Chalakudy   ,015,GANDHI NAGAR,1,???????  ??.  ?.,CPI(M),491,Won
Thrissur,Municipality,M08032,Chalakudy   ,016,ST. JAMES HOSPITAL,1,??? ?????,IND,400,Won
Thrissur,Municipality,M08032,Chalakudy   ,016,ST. JAMES HOSPITAL,3,?????? ??????,INC,319,Won
Thrissur,Municipality,M08032,Chalakudy   ,016,ST. JAMES HOSPITAL,2,??? ???? ???????,BJP,40,Won
Thrissur,Municipality,M08032,Chalakudy   ,017,ST. MARYS CHURCH,1,?????????? ??????,IND,414,Won
Thrissur,Municipality,M08032,Chalakudy   ,017,ST. MARYS CHURCH,2,????  ??????,INC,322,Won
Thrissur,Municipality,M08032,Chalakudy   ,018,ARATTUKADAVU,2,?????  ??????,INC,464,Won
Thrissur,Municipality,M08032,Chalakudy   ,018,ARATTUKADAVU,1,??????  ???????,IND,398,Won
Thrissur,Municipality,M08032,Chalakudy   ,018,ARATTUKADAVU,3,??????? ?????????,BJP,71,Won
Thrissur,Municipality,M08032,Chalakudy   ,019,VETTUKADAVU,1,???? ??????????,INC,498,Won
Thrissur,Municipality,M08032,Chalakudy   ,019,VETTUKADAVU,3,??.???. ?????? (????),IND,295,Won
Thrissur,Municipality,M08032,Chalakudy   ,019,VETTUKADAVU,2,??????  ????????,IND,192,Won
Thrissur,Municipality,M08032,Chalakudy   ,020,CHENATHUNADU,1,????? ????,INC,449,Won
Thrissur,Municipality,M08032,Chalakudy   ,020,CHENATHUNADU,2,????? ???????,IND,162,Won
Thrissur,Municipality,M08032,Chalakudy   ,020,CHENATHUNADU,3,????? ?????????,BJP,31,Won
Thrissur,Municipality,M08032,Chalakudy   ,021,GAYATHRI ASHRAMAM,3,?????? ??????,INC,255,Won
Thrissur,Municipality,M08032,Chalakudy   ,021,GAYATHRI ASHRAMAM,1,?????? ??????,KC(M),240,Won
Thrissur,Municipality,M08032,Chalakudy   ,021,GAYATHRI ASHRAMAM,2,???? ??????,BJP,161,Won
Thrissur,Municipality,M08032,Chalakudy   ,021,GAYATHRI ASHRAMAM,4,??? ??????? ????????????,IND,66,Won
Thrissur,Municipality,M08032,Chalakudy   ,022,KANNAMPUZHA TEMPLE,2,???????????. ??. ??. (?????),BJP,448,Won
Thrissur,Municipality,M08032,Chalakudy   ,022,KANNAMPUZHA TEMPLE,4,??. ??. ????,RJD,163,Won
Thrissur,Municipality,M08032,Chalakudy   ,022,KANNAMPUZHA TEMPLE,1,??. ??. ???????????,INC,97,Won
Thrissur,Municipality,M08032,Chalakudy   ,022,KANNAMPUZHA TEMPLE,3,????????? (????. ??),IND,34,Won
Thrissur,Municipality,M08032,Chalakudy   ,023,HOUSING BOARD,3,??. ??. ????,KC(M),313,Won
Thrissur,Municipality,M08032,Chalakudy   ,023,HOUSING BOARD,4,??? ???,INC,195,Won
Thrissur,Municipality,M08032,Chalakudy   ,023,HOUSING BOARD,1,?? . ??. ???,BJP,11,Won
Thrissur,Municipality,M08032,Chalakudy   ,023,HOUSING BOARD,2,??. ??. ????,IND,10,Won
Thrissur,Municipality,M08032,Chalakudy   ,024,MUNICIPAL OFFICE,1,????. ????. ???. ????????,INC,571,Won
Thrissur,Municipality,M08032,Chalakudy   ,024,MUNICIPAL OFFICE,3,????,CPI,115,Won
Thrissur,Municipality,M08032,Chalakudy   ,024,MUNICIPAL OFFICE,2,?????. ??. ??,BJP,15,Won
Thrissur,Municipality,M08032,Chalakudy   ,025,I T I,2,?????? ????????,IND,612,Won
Thrissur,Municipality,M08032,Chalakudy   ,025,I T I,1,???? ????,INC,184,Won
Thrissur,Municipality,M08032,Chalakudy   ,025,I T I,3,????,BJP,40,Won
Thrissur,Municipality,M08032,Chalakudy   ,026,I R M L P S,3,???? ??????????,CPI(M),357,Won
Thrissur,Municipality,M08032,Chalakudy   ,026,I R M L P S,1,????????? ?????????,INC,332,Won
Thrissur,Municipality,M08032,Chalakudy   ,026,I R M L P S,2,?????? ??????????,BJP,191,Won
Thrissur,Municipality,M08032,Chalakudy   ,027,MOONJELY,2,??. ??. ???,INC,629,Won
Thrissur,Municipality,M08032,Chalakudy   ,027,MOONJELY,1,??? ???????????????,IND,213,Won
Thrissur,Municipality,M08032,Chalakudy   ,028,KOTTATT,2,??? ???,INC,639,Won
Thrissur,Municipality,M08032,Chalakudy   ,028,KOTTATT,1,??? ???,CPI(M),196,Won
Thrissur,Municipality,M08032,Chalakudy   ,029,MAITHRI NAGAR,4,??????? ?????????,IND,503,Won
Thrissur,Municipality,M08032,Chalakudy   ,029,MAITHRI NAGAR,2,????????? ?????,INC,253,Won
Thrissur,Municipality,M08032,Chalakudy   ,029,MAITHRI NAGAR,3,????. ???? ?????????,IND,74,Won
Thrissur,Municipality,M08032,Chalakudy   ,029,MAITHRI NAGAR,5,????? ?????????,BJP,14,Won
Thrissur,Municipality,M08032,Chalakudy   ,029,MAITHRI NAGAR,1,???? ?? ??,IND,13,Won
Thrissur,Municipality,M08032,Chalakudy   ,030,KARAKULATHUNADU,3,???? ???????,INC,393,Won
Thrissur,Municipality,M08032,Chalakudy   ,030,KARAKULATHUNADU,2,???? ????????????????,IND,389,Won
Thrissur,Municipality,M08032,Chalakudy   ,030,KARAKULATHUNADU,1,???? ?????????,IND,50,Won
Thrissur,Municipality,M08032,Chalakudy   ,031,F C I,2,?????? ????,INC,337,Won
Thrissur,Municipality,M08032,Chalakudy   ,031,F C I,3,????. ?????? ??????,IND,246,Won
Thrissur,Municipality,M08032,Chalakudy   ,031,F C I,1,????? ????????????,BJP,77,Won
Thrissur,Municipality,M08032,Chalakudy   ,032,THACHUDAPARAMBU,1,????? ????,INC,573,Won
Thrissur,Municipality,M08032,Chalakudy   ,032,THACHUDAPARAMBU,2,????????? ???????,CPI(M),152,Won
Thrissur,Municipality,M08032,Chalakudy   ,033,V R PURAM SCHOOL,1,????? ??????,INC,547,Won
Thrissur,Municipality,M08032,Chalakudy   ,033,V R PURAM SCHOOL,3,??????? (??. ??. ????),CPI(M),415,Won
Thrissur,Municipality,M08032,Chalakudy   ,033,V R PURAM SCHOOL,2,?????? ??????????,BJP,64,Won
Thrissur,Municipality,M08032,Chalakudy   ,034,V R PURAM,3,?????? ????,INC,499,Won
Thrissur,Municipality,M08032,Chalakudy   ,034,V R PURAM,1,???? ????,IND,400,Won
Thrissur,Municipality,M08032,Chalakudy   ,034,V R PURAM,2,????,BJP,31,Won
Thrissur,Municipality,M08032,Chalakudy   ,035,VETTISSERYKULAM,2,????? ??????,CPI(M),374,Won
Thrissur,Municipality,M08032,Chalakudy   ,035,VETTISSERYKULAM,4,??. ??. ???????,IND,285,Won
Thrissur,Municipality,M08032,Chalakudy   ,035,VETTISSERYKULAM,3,??. ??. ?????,BJP,247,Won
Thrissur,Municipality,M08032,Chalakudy   ,035,VETTISSERYKULAM,1,???? ????????,IND,17,Won
Thrissur,Municipality,M08032,Chalakudy   ,036,URUMBANKUNNU,1,????? ???????,CPI(M),557,Won
Thrissur,Municipality,M08032,Chalakudy   ,036,URUMBANKUNNU,3,???? ?????? ???????????????,IND,246,Won
Thrissur,Municipality,M08032,Chalakudy   ,036,URUMBANKUNNU,2,?????? ???????,IND,100,Won
Thrissur,Municipality,M08032,Chalakudy   ,037,KARUNALAYAM,2,??. ??. ????,IND,459,Won
Thrissur,Municipality,M08032,Chalakudy   ,037,KARUNALAYAM,3,???????? ????????,INC,341,Won
Thrissur,Municipality,M08032,Chalakudy   ,037,KARUNALAYAM,1,??????? ( ????? ?????? ),IND,74,Won
Thrissur,Municipality,M08032,Chalakudy   ,037,KARUNALAYAM,4,??????? ?????????????,BJP,42,Won
Thrissur,Municipality,M08035,Chavakkad   ,001,PUTHEN KADAPPURAM NORTH,2,???? ??. ??.,IUML,355,Won
Thrissur,Municipality,M08035,Chavakkad   ,001,PUTHEN KADAPPURAM NORTH,4,??????? ????. ???.,CPI(M),307,Won
Thrissur,Municipality,M08035,Chavakkad   ,001,PUTHEN KADAPPURAM NORTH,3,????????????,BJP,144,Won
Thrissur,Municipality,M08035,Chavakkad   ,001,PUTHEN KADAPPURAM NORTH,1,??????? ? ??,SDPI,11,Won
Thrissur,Municipality,M08035,Chavakkad   ,002,GRAMAKULAM,3,??. ??. ??????,CPI(M),768,Won
Thrissur,Municipality,M08035,Chavakkad   ,002,GRAMAKULAM,2,????,INC,91,Won
Thrissur,Municipality,M08035,Chavakkad   ,002,GRAMAKULAM,1,??. ??. ??????????,BJP,82,Won
Thrissur,Municipality,M08035,Chavakkad   ,003,THIRUVATHRA NORTH,3,??. ?????. ????,CPI(M),413,Won
